id_lectura,sensor_id,humedad_suelo,temperatura_suelo,conductividad_electrica,timestamp
480,29,57.06,26.1,1.132,2025-10-12 18:00:00
481,1,39.9,18.7,1.016,2025-10-13 00:00:00
482,1,39.04,19.8,1.035,2025-10-13 06:00:00
483,1,36.7,23.0,1.016,2025-10-13 12:00:00
484,1,39.25,21.4,1.115,2025-10-13 18:00:00
485,5,50.32,19.9,1.12,2025-10-13 00:00:00
486,5,49.01,20.5,1.016,2025-10-13 06:00:00
487,5,46.19,23.2,1.084,2025-10-13 12:00:00
488,5,50.98,23.4,1.138,2025-10-13 18:00:00
489,7,55.72,19.0,1.126,2025-10-13 00:00:00
490,7,54.47,19.3,1.164,2025-10-13 06:00:00
491,7,51.99,23.9,1.216,2025-10-13 12:00:00
492,7,54.61,21.0,1.113,2025-10-13 18:00:00
493,10,44.43,19.5,1.061,2025-10-13 00:00:00
494,10,44.65,19.9,1.081,2025-10-13 06:00:00
495,10,40.91,24.7,1.05,2025-10-13 12:00:00
496,10,43.28,22.5,1.073,2025-10-13 18:00:00
497,13,52.77,18.7,1.173,2025-10-13 00:00:00
498,13,50.93,18.8,1.169,2025-10-13 06:00:00
499,13,48.24,22.9,1.06,2025-10-13 12:00:00
500,13,52.57,20.6,1.272,2025-10-13 18:00:00
501,17,55.97,19.9,1.168,2025-10-13 00:00:00
502,17,54.69,20.7,1.118,2025-10-13 06:00:00
503,17,52.12,24.0,1.169,2025-10-13 12:00:00
504,17,55.22,21.1,1.164,2025-10-13 18:00:00
505,20,51.85,19.6,1.072,2025-10-13 00:00:00
506,20,49.78,19.6,1.03,2025-10-13 06:00:00
507,20,46.95,24.0,1.129,2025-10-13 12:00:00
508,20,50.36,22.5,1.128,2025-10-13 18:00:00
509,23,40.68,19.1,1.079,2025-10-13 00:00:00
510,23,38.86,20.0,1.032,2025-10-13 06:00:00
511,23,35.87,22.9,0.978,2025-10-13 12:00:00
512,23,38.54,21.4,0.992,2025-10-13 18:00:00
513,25,42.62,18.4,1.089,2025-10-13 00:00:00
514,25,41.87,19.0,1.013,2025-10-13 06:00:00
515,25,38.5,22.8,1.072,2025-10-13 12:00:00
516,25,41.46,21.6,0.949,2025-10-13 18:00:00
517,29,56.09,20.0,1.071,2025-10-13 00:00:00
518,29,51.95,20.5,1.202,2025-10-13 06:00:00
519,29,53.36,24.0,1.096,2025-10-13 12:00:00
520,29,55.51,21.9,1.157,2025-10-13 18:00:00
521,1,40.75,31.5,1.013,2025-10-14 00:00:00
522,1,38.99,33.4,0.982,2025-10-14 06:00:00
523,1,36.29,37.0,1.004,2025-10-14 12:00:00
524,1,38.86,35.3,1.009,2025-10-14 18:00:00
525,5,50.61,33.5,1.1,2025-10-14 00:00:00
526,5,50.87,34.9,1.039,2025-10-14 06:00:00
527,5,47.71,37.2,1.096,2025-10-14 12:00:00
528,5,49.84,35.6,1.152,2025-10-14 18:00:00
529,7,56.52,32.6,0.997,2025-10-14 00:00:00
530,7,54.71,32.9,1.118,2025-10-14 06:00:00
531,7,51.57,36.4,1.171,2025-10-14 12:00:00
532,7,54.94,35.4,1.154,2025-10-14 18:00:00
533,10,43.98,33.0,1.027,2025-10-14 00:00:00
534,10,41.37,33.8,1.089,2025-10-14 06:00:00
535,10,40.56,36.0,1.121,2025-10-14 12:00:00
536,10,41.59,35.3,1.042,2025-10-14 18:00:00
537,13,50.45,31.3,1.092,2025-10-14 00:00:00
538,13,48.06,33.2,0.968,2025-10-14 06:00:00
539,13,48.11,36.4,1.116,2025-10-14 12:00:00
540,13,50.64,35.9,1.115,2025-10-14 18:00:00
541,17,55.81,33.2,1.184,2025-10-14 00:00:00
542,17,53.91,33.0,1.136,2025-10-14 06:00:00
543,17,53.29,37.0,1.153,2025-10-14 12:00:00
544,17,55.54,35.0,1.086,2025-10-14 18:00:00
545,20,51.78,32.1,1.076,2025-10-14 00:00:00
546,20,48.91,33.5,1.096,2025-10-14 06:00:00
547,20,46.78,36.4,1.048,2025-10-14 12:00:00
548,20,48.97,35.4,1.044,2025-10-14 18:00:00
549,23,38.25,33.5,0.971,2025-10-14 00:00:00
550,23,38.47,34.0,1.019,2025-10-14 06:00:00
551,23,35.58,36.3,1.03,2025-10-14 12:00:00
552,23,38.79,35.2,1.025,2025-10-14 18:00:00
553,25,40.65,32.6,1.086,2025-10-14 00:00:00
554,25,39.08,34.5,0.94,2025-10-14 06:00:00
555,25,37.13,36.9,1.013,2025-10-14 12:00:00
556,25,39.09,35.7,1.053,2025-10-14 18:00:00
557,29,55.76,32.5,1.143,2025-10-14 00:00:00
558,29,54.87,33.7,1.1,2025-10-14 06:00:00
559,29,52.86,37.2,1.113,2025-10-14 12:00:00
560,29,54.34,35.0,1.168,2025-10-14 18:00:00
561,1,40.52,28.8,1.021,2025-10-15 00:00:00
562,1,38.16,29.5,1.007,2025-10-15 06:00:00
563,1,36.48,33.9,1.007,2025-10-15 12:00:00
564,1,38.75,31.0,1.07,2025-10-15 18:00:00
565,5,50.61,27.1,1.154,2025-10-15 00:00:00
566,5,49.04,29.4,0.996,2025-10-15 06:00:00
567,5,48.31,31.9,1.126,2025-10-15 12:00:00
568,5,50.1,30.6,1.08,2025-10-15 18:00:00
569,7,54.94,29.3,1.135,2025-10-15 00:00:00
570,7,53.97,28.9,1.114,2025-10-15 06:00:00
571,7,53.43,33.0,1.196,2025-10-15 12:00:00
572,7,54.03,31.5,1.062,2025-10-15 18:00:00
573,10,42.64,28.6,1.076,2025-10-15 00:00:00
574,10,41.97,28.8,1.086,2025-10-15 06:00:00
575,10,39.94,32.0,1.056,2025-10-15 12:00:00
576,10,41.08,31.3,1.064,2025-10-15 18:00:00
577,13,49.78,28.1,1.041,2025-10-15 00:00:00
578,13,49.68,29.0,1.012,2025-10-15 06:00:00
579,13,46.61,32.9,1.031,2025-10-15 12:00:00
580,13,49.28,31.0,1.135,2025-10-15 18:00:00
581,17,57.04,28.0,1.102,2025-10-15 00:00:00
582,17,54.09,29.2,1.145,2025-10-15 06:00:00
583,17,53.88,32.8,1.048,2025-10-15 12:00:00
584,17,56.1,30.4,1.117,2025-10-15 18:00:00
585,20,49.09,28.6,1.139,2025-10-15 00:00:00
586,20,47.48,30.2,1.096,2025-10-15 06:00:00
587,20,46.14,33.1,1.098,2025-10-15 12:00:00
588,20,48.91,31.0,1.066,2025-10-15 18:00:00
589,23,40.7,27.3,1.078,2025-10-15 00:00:00
590,23,36.98,28.2,1.057,2025-10-15 06:00:00
591,23,36.54,31.7,1.016,2025-10-15 12:00:00
592,23,37.14,30.2,1.067,2025-10-15 18:00:00
593,25,39.57,28.9,1.058,2025-10-15 00:00:00
594,25,38.99,29.3,0.926,2025-10-15 06:00:00
595,25,37.47,32.8,0.982,2025-10-15 12:00:00
596,25,39.65,31.3,1.091,2025-10-15 18:00:00
597,29,58.34,28.4,1.157,2025-10-15 00:00:00
598,29,55.21,29.7,1.08,2025-10-15 06:00:00
599,29,53.55,32.3,1.177,2025-10-15 12:00:00
600,29,56.63,32.3,1.113,2025-10-15 18:00:00
601,1,38.53,27.9,1.107,2025-10-16 00:00:00
602,1,37.58,28.5,0.999,2025-10-16 06:00:00
603,1,35.57,31.3,0.947,2025-10-16 12:00:00
604,1,38.54,31.4,1.001,2025-10-16 18:00:00
605,5,51.11,26.5,1.019,2025-10-16 00:00:00
606,5,50.17,28.3,1.037,2025-10-16 06:00:00
607,5,48.34,31.5,1.086,2025-10-16 12:00:00
608,5,50.92,29.9,1.065,2025-10-16 18:00:00
609,7,54.68,28.7,1.161,2025-10-16 00:00:00
610,7,53.21,29.2,1.133,2025-10-16 06:00:00
611,7,53.77,33.1,1.079,2025-10-16 12:00:00
612,7,56.29,31.3,1.125,2025-10-16 18:00:00
613,10,41.79,27.2,1.008,2025-10-16 00:00:00
614,10,40.48,28.2,1.052,2025-10-16 06:00:00
615,10,37.31,31.3,1.108,2025-10-16 12:00:00
616,10,40.7,30.0,1.04,2025-10-16 18:00:00
617,13,49.64,28.7,1.063,2025-10-16 00:00:00
618,13,47.15,30.2,1.068,2025-10-16 06:00:00
619,13,47.14,33.4,1.103,2025-10-16 12:00:00
620,13,48.71,30.7,1.103,2025-10-16 18:00:00
621,17,56.73,27.9,1.148,2025-10-16 00:00:00
622,17,55.99,28.3,1.15,2025-10-16 06:00:00
623,17,54.03,32.6,1.18,2025-10-16 12:00:00
624,17,56.39,32.3,1.101,2025-10-16 18:00:00
625,20,49.67,28.0,1.074,2025-10-16 00:00:00
626,20,46.32,28.5,1.078,2025-10-16 06:00:00
627,20,46.37,32.4,1.091,2025-10-16 12:00:00
628,20,47.93,31.7,1.037,2025-10-16 18:00:00
629,23,39.38,26.8,1.002,2025-10-16 00:00:00
630,23,38.04,27.3,0.972,2025-10-16 06:00:00
631,23,35.85,30.4,0.908,2025-10-16 12:00:00
632,23,38.7,30.3,1.009,2025-10-16 18:00:00
633,25,40.08,26.8,1.094,2025-10-16 00:00:00
634,25,36.3,27.1,1.019,2025-10-16 06:00:00
635,25,36.34,31.8,1.027,2025-10-16 12:00:00
636,25,38.64,29.6,1.111,2025-10-16 18:00:00
637,29,55.97,26.0,1.173,2025-10-16 00:00:00
638,29,54.14,28.4,1.111,2025-10-16 06:00:00
639,29,52.39,30.6,1.1,2025-10-16 12:00:00
640,29,54.63,28.7,1.057,2025-10-16 18:00:00
641,1,39.67,21.9,0.921,2025-10-17 00:00:00
642,1,37.91,22.8,1.027,2025-10-17 06:00:00
643,1,34.0,26.2,0.992,2025-10-17 12:00:00
644,1,37.98,25.3,1.04,2025-10-17 18:00:00
645,5,50.52,20.1,1.079,2025-10-17 00:00:00
646,5,47.65,21.5,1.095,2025-10-17 06:00:00
647,5,44.53,25.2,1.065,2025-10-17 12:00:00
648,5,48.56,24.6,1.139,2025-10-17 18:00:00
649,7,54.34,20.6,1.143,2025-10-17 00:00:00
650,7,51.06,21.3,1.094,2025-10-17 06:00:00
651,7,51.87,25.0,1.096,2025-10-17 12:00:00
652,7,53.16,23.9,1.11,2025-10-17 18:00:00
653,10,40.42,20.7,1.052,2025-10-17 00:00:00
654,10,38.08,21.5,0.995,2025-10-17 06:00:00
655,10,36.29,25.8,0.964,2025-10-17 12:00:00
656,10,38.48,23.0,0.957,2025-10-17 18:00:00
657,13,46.51,21.7,1.127,2025-10-17 00:00:00
658,13,45.07,23.1,1.084,2025-10-17 06:00:00
659,13,44.45,26.3,1.087,2025-10-17 12:00:00
660,13,46.34,24.4,1.021,2025-10-17 18:00:00
661,17,54.51,21.4,1.135,2025-10-17 00:00:00
662,17,53.49,22.3,1.132,2025-10-17 06:00:00
663,17,52.02,26.4,1.151,2025-10-17 12:00:00
664,17,54.33,25.1,1.181,2025-10-17 18:00:00
665,20,48.68,20.7,1.042,2025-10-17 00:00:00
666,20,45.83,21.7,1.118,2025-10-17 06:00:00
667,20,44.31,24.9,1.067,2025-10-17 12:00:00
668,20,47.11,23.8,1.14,2025-10-17 18:00:00
669,23,36.68,20.3,1.025,2025-10-17 00:00:00
670,23,34.4,21.2,1.062,2025-10-17 06:00:00
671,23,31.79,25.1,0.94,2025-10-17 12:00:00
672,23,35.5,23.1,1.044,2025-10-17 18:00:00
673,25,37.82,21.4,1.099,2025-10-17 00:00:00
674,25,35.35,22.8,0.995,2025-10-17 06:00:00
675,25,34.11,26.1,1.008,2025-10-17 12:00:00
676,25,35.23,25.4,1.045,2025-10-17 18:00:00
677,29,52.55,21.0,1.173,2025-10-17 00:00:00
678,29,50.97,22.2,1.122,2025-10-17 06:00:00
679,29,49.54,25.2,1.158,2025-10-17 12:00:00
680,29,51.64,23.1,1.142,2025-10-17 18:00:00
681,1,39.09,26.3,1.087,2025-10-18 00:00:00
682,1,36.88,27.2,1.004,2025-10-18 06:00:00
683,1,36.02,30.3,1.093,2025-10-18 12:00:00
684,1,37.67,28.5,1.044,2025-10-18 18:00:00
685,5,50.8,24.8,1.08,2025-10-18 00:00:00
686,5,48.36,25.5,1.188,2025-10-18 06:00:00
687,5,47.21,28.8,1.15,2025-10-18 12:00:00
688,5,49.11,26.5,1.156,2025-10-18 18:00:00
689,7,54.41,26.2,1.144,2025-10-18 00:00:00
690,7,54.57,27.8,1.148,2025-10-18 06:00:00
691,7,51.7,30.9,1.138,2025-10-18 12:00:00
692,7,51.81,29.2,1.123,2025-10-18 18:00:00
693,10,41.29,24.2,1.04,2025-10-18 00:00:00
694,10,38.47,25.2,1.041,2025-10-18 06:00:00
695,10,35.92,28.4,1.047,2025-10-18 12:00:00
696,10,39.53,27.1,1.082,2025-10-18 18:00:00
697,13,46.27,24.5,1.068,2025-10-18 00:00:00
698,13,44.24,25.4,1.057,2025-10-18 06:00:00
699,13,41.16,29.1,1.033,2025-10-18 12:00:00
700,13,44.7,27.7,1.065,2025-10-18 18:00:00
701,17,54.95,25.3,1.112,2025-10-18 00:00:00
702,17,53.67,25.9,1.099,2025-10-18 06:00:00
703,17,52.43,30.4,1.087,2025-10-18 12:00:00
704,17,54.46,28.1,1.125,2025-10-18 18:00:00
705,20,48.66,24.7,1.227,2025-10-18 00:00:00
706,20,47.2,25.1,1.078,2025-10-18 06:00:00
707,20,43.49,29.1,1.019,2025-10-18 12:00:00
708,20,48.15,27.4,1.083,2025-10-18 18:00:00
709,23,37.67,25.0,1.044,2025-10-18 00:00:00
710,23,35.83,24.8,1.001,2025-10-18 06:00:00
711,23,34.2,29.3,0.935,2025-10-18 12:00:00
712,23,35.98,28.7,1.078,2025-10-18 18:00:00
713,25,35.8,26.0,1.001,2025-10-18 00:00:00
714,25,34.85,26.1,1.104,2025-10-18 06:00:00
715,25,34.34,30.8,0.998,2025-10-18 12:00:00
716,25,35.78,27.5,1.089,2025-10-18 18:00:00
717,29,54.24,24.2,1.098,2025-10-18 00:00:00
718,29,52.97,25.9,1.063,2025-10-18 06:00:00
719,29,51.59,29.6,1.084,2025-10-18 12:00:00
720,29,53.34,27.3,1.179,2025-10-18 18:00:00
721,1,38.68,24.5,1.1,2025-10-19 00:00:00
722,1,37.5,25.2,0.966,2025-10-19 06:00:00
723,1,34.37,28.7,1.048,2025-10-19 12:00:00
724,1,37.42,27.0,0.988,2025-10-19 18:00:00
725,5,50.97,24.0,1.203,2025-10-19 00:00:00
726,5,48.38,26.2,1.072,2025-10-19 06:00:00
727,5,47.02,28.6,1.203,2025-10-19 12:00:00
728,5,50.18,27.6,1.145,2025-10-19 18:00:00
729,7,56.01,24.2,1.058,2025-10-19 00:00:00
730,7,53.31,25.4,1.075,2025-10-19 06:00:00
731,7,50.9,28.5,1.166,2025-10-19 12:00:00
732,7,53.66,28.0,1.091,2025-10-19 18:00:00
733,10,40.01,25.0,1.008,2025-10-19 00:00:00
734,10,37.78,26.7,1.034,2025-10-19 06:00:00
735,10,35.35,28.9,1.037,2025-10-19 12:00:00
736,10,38.57,28.3,0.958,2025-10-19 18:00:00
737,13,44.58,23.5,1.117,2025-10-19 00:00:00
738,13,44.68,24.4,1.004,2025-10-19 06:00:00
739,13,41.77,28.1,1.01,2025-10-19 12:00:00
740,13,43.35,26.7,1.002,2025-10-19 18:00:00
741,17,55.31,24.0,1.236,2025-10-19 00:00:00
742,17,54.83,25.4,1.17,2025-10-19 06:00:00
743,17,53.82,28.5,1.151,2025-10-19 12:00:00
744,17,56.18,27.3,1.081,2025-10-19 18:00:00
745,20,47.74,24.0,1.061,2025-10-19 00:00:00
746,20,46.73,24.1,0.986,2025-10-19 06:00:00
747,20,45.31,28.9,1.069,2025-10-19 12:00:00
748,20,46.14,26.9,0.996,2025-10-19 18:00:00
749,23,37.29,24.2,1.066,2025-10-19 00:00:00
750,23,37.01,25.8,1.063,2025-10-19 06:00:00
751,23,33.83,28.8,1.026,2025-10-19 12:00:00
752,23,36.91,27.0,0.976,2025-10-19 18:00:00
753,25,36.27,25.1,0.93,2025-10-19 00:00:00
754,25,34.9,25.0,1.032,2025-10-19 06:00:00
755,25,32.09,28.5,0.999,2025-10-19 12:00:00
756,25,34.69,26.3,0.996,2025-10-19 18:00:00
757,29,57.69,24.0,1.038,2025-10-19 00:00:00
758,29,55.59,25.4,1.108,2025-10-19 06:00:00
759,29,52.99,28.0,1.115,2025-10-19 12:00:00
760,29,55.67,27.4,1.131,2025-10-19 18:00:00
761,1,39.1,22.3,1.036,2025-10-20 00:00:00
762,1,35.25,23.2,1.034,2025-10-20 06:00:00
763,1,34.45,27.0,1.029,2025-10-20 12:00:00
764,1,37.46,25.6,0.977,2025-10-20 18:00:00
765,5,52.07,21.9,1.01,2025-10-20 00:00:00
766,5,51.32,22.4,1.129,2025-10-20 06:00:00
767,5,49.35,25.4,1.061,2025-10-20 12:00:00
768,5,50.66,24.2,1.191,2025-10-20 18:00:00
769,7,54.99,21.3,1.113,2025-10-20 00:00:00
770,7,53.73,21.9,1.047,2025-10-20 06:00:00
771,7,52.06,26.5,1.113,2025-10-20 12:00:00
772,7,54.48,24.5,1.063,2025-10-20 18:00:00
773,10,40.22,23.3,1.069,2025-10-20 00:00:00
774,10,37.46,23.8,1.085,2025-10-20 06:00:00
775,10,35.38,26.4,0.956,2025-10-20 12:00:00
776,10,37.62,26.1,1.023,2025-10-20 18:00:00
777,13,45.39,22.5,1.093,2025-10-20 00:00:00
778,13,42.59,24.2,1.108,2025-10-20 06:00:00
779,13,41.74,27.0,1.079,2025-10-20 12:00:00
780,13,43.21,26.0,1.142,2025-10-20 18:00:00
781,17,57.68,22.7,1.053,2025-10-20 00:00:00
782,17,54.79,23.4,1.114,2025-10-20 06:00:00
783,17,52.75,27.2,1.129,2025-10-20 12:00:00
784,17,56.06,25.1,1.189,2025-10-20 18:00:00
785,20,48.69,22.8,1.129,2025-10-20 00:00:00
786,20,45.95,24.5,1.079,2025-10-20 06:00:00
787,20,45.14,27.3,1.069,2025-10-20 12:00:00
788,20,46.59,26.6,1.082,2025-10-20 18:00:00
789,23,38.69,22.5,0.926,2025-10-20 00:00:00
790,23,37.32,22.8,1.046,2025-10-20 06:00:00
791,23,35.78,26.2,0.979,2025-10-20 12:00:00
792,23,37.81,24.6,1.069,2025-10-20 18:00:00
793,25,34.33,20.9,1.011,2025-10-20 00:00:00
794,25,35.2,22.6,0.981,2025-10-20 06:00:00
795,25,32.5,25.8,0.96,2025-10-20 12:00:00
796,25,33.71,23.6,0.983,2025-10-20 18:00:00
797,29,54.32,22.1,1.06,2025-10-20 00:00:00
798,29,54.2,22.3,1.088,2025-10-20 06:00:00
799,29,50.4,26.1,1.151,2025-10-20 12:00:00
800,29,54.49,25.3,1.153,2025-10-20 18:00:00
801,1,37.55,20.0,1.139,2025-10-21 00:00:00
802,1,35.89,19.8,0.921,2025-10-21 06:00:00
803,1,34.95,23.2,0.991,2025-10-21 12:00:00
804,1,37.23,22.7,1.045,2025-10-21 18:00:00
805,5,50.85,18.8,1.147,2025-10-21 00:00:00
806,5,50.62,20.4,1.163,2025-10-21 06:00:00
807,5,46.95,24.5,1.158,2025-10-21 12:00:00
808,5,50.98,23.1,1.023,2025-10-21 18:00:00
809,7,54.06,19.1,1.193,2025-10-21 00:00:00
810,7,53.95,19.8,1.074,2025-10-21 06:00:00
811,7,50.72,23.8,1.143,2025-10-21 12:00:00
812,7,53.86,21.5,1.022,2025-10-21 18:00:00
813,10,38.79,18.8,0.97,2025-10-21 00:00:00
814,10,37.28,19.7,1.024,2025-10-21 06:00:00
815,10,37.43,21.9,1.078,2025-10-21 12:00:00
816,10,37.5,21.6,1.047,2025-10-21 18:00:00
817,13,44.88,18.7,1.101,2025-10-21 00:00:00
818,13,43.75,19.7,1.07,2025-10-21 06:00:00
819,13,40.19,22.7,1.1,2025-10-21 12:00:00
820,13,44.55,21.4,1.07,2025-10-21 18:00:00
821,17,58.39,18.0,1.131,2025-10-21 00:00:00
822,17,55.52,19.7,1.122,2025-10-21 06:00:00
823,17,52.63,23.4,1.152,2025-10-21 12:00:00
824,17,55.1,22.1,1.189,2025-10-21 18:00:00
825,20,47.63,19.1,0.978,2025-10-21 00:00:00
826,20,47.52,19.3,1.16,2025-10-21 06:00:00
827,20,44.56,23.5,1.036,2025-10-21 12:00:00
828,20,47.09,22.8,0.958,2025-10-21 18:00:00
829,23,35.95,20.7,0.968,2025-10-21 00:00:00
830,23,34.39,21.4,1.023,2025-10-21 06:00:00
831,23,32.56,24.5,0.944,2025-10-21 12:00:00
832,23,36.69,23.4,1.047,2025-10-21 18:00:00
833,25,33.72,19.5,1.107,2025-10-21 00:00:00
834,25,32.36,20.1,1.015,2025-10-21 06:00:00
835,25,31.13,23.3,1.043,2025-10-21 12:00:00
836,25,35.53,22.4,0.968,2025-10-21 18:00:00
837,29,54.0,18.0,1.095,2025-10-21 00:00:00
838,29,51.25,19.4,1.153,2025-10-21 06:00:00
839,29,48.88,23.3,1.122,2025-10-21 12:00:00
840,29,53.74,20.3,1.054,2025-10-21 18:00:00
841,1,38.36,28.4,1.101,2025-10-22 00:00:00
842,1,35.41,28.8,0.954,2025-10-22 06:00:00
843,1,34.05,33.0,1.0,2025-10-22 12:00:00
844,1,36.65,31.9,0.995,2025-10-22 18:00:00
845,5,51.63,28.3,1.099,2025-10-22 00:00:00
846,5,51.64,30.2,1.054,2025-10-22 06:00:00
847,5,50.46,32.5,1.111,2025-10-22 12:00:00
848,5,51.78,32.6,1.084,2025-10-22 18:00:00
849,7,54.24,27.9,1.083,2025-10-22 00:00:00
850,7,54.18,29.1,1.091,2025-10-22 06:00:00
851,7,52.44,32.7,1.022,2025-10-22 12:00:00
852,7,54.87,31.1,1.199,2025-10-22 18:00:00
853,10,37.47,29.1,1.014,2025-10-22 00:00:00
854,10,35.67,29.9,1.023,2025-10-22 06:00:00
855,10,35.55,34.0,1.011,2025-10-22 12:00:00
856,10,36.43,32.9,1.04,2025-10-22 18:00:00
857,13,43.07,28.5,1.19,2025-10-22 00:00:00
858,13,42.08,29.8,1.076,2025-10-22 06:00:00
859,13,40.75,33.2,1.015,2025-10-22 12:00:00
860,13,42.83,31.6,1.003,2025-10-22 18:00:00
861,17,56.98,28.8,1.127,2025-10-22 00:00:00
862,17,54.51,29.5,1.187,2025-10-22 06:00:00
863,17,54.58,32.6,1.191,2025-10-22 12:00:00
864,17,56.34,32.0,1.167,2025-10-22 18:00:00
865,20,46.96,28.5,1.137,2025-10-22 00:00:00
866,20,48.09,29.9,1.116,2025-10-22 06:00:00
867,20,43.3,32.8,1.03,2025-10-22 12:00:00
868,20,47.23,30.6,1.073,2025-10-22 18:00:00
869,23,37.14,27.6,0.904,2025-10-22 00:00:00
870,23,35.14,29.8,1.02,2025-10-22 06:00:00
871,23,32.83,33.4,1.003,2025-10-22 12:00:00
872,23,35.33,32.4,1.021,2025-10-22 18:00:00
873,25,32.63,30.0,0.914,2025-10-22 00:00:00
874,25,31.61,30.7,0.996,2025-10-22 06:00:00
875,25,29.25,33.6,0.936,2025-10-22 12:00:00
876,25,32.1,32.0,1.081,2025-10-22 18:00:00
877,29,54.21,28.0,1.056,2025-10-22 00:00:00
878,29,52.99,28.7,1.17,2025-10-22 06:00:00
879,29,50.32,33.3,1.057,2025-10-22 12:00:00
880,29,52.89,30.7,1.1,2025-10-22 18:00:00
881,1,36.98,25.1,0.934,2025-10-23 00:00:00
882,1,36.53,25.4,0.979,2025-10-23 06:00:00
883,1,34.52,29.3,0.896,2025-10-23 12:00:00
884,1,37.08,26.0,0.974,2025-10-23 18:00:00
885,5,50.3,26.3,1.01,2025-10-23 00:00:00
886,5,48.12,27.1,1.182,2025-10-23 06:00:00
887,5,46.87,29.2,1.186,2025-10-23 12:00:00
888,5,50.73,28.6,1.064,2025-10-23 18:00:00
889,7,56.18,23.7,1.206,2025-10-23 00:00:00
890,7,54.23,25.5,1.199,2025-10-23 06:00:00
891,7,51.09,28.7,1.08,2025-10-23 12:00:00
892,7,53.22,27.4,1.245,2025-10-23 18:00:00
893,10,37.73,22.3,1.038,2025-10-23 00:00:00
894,10,35.71,22.8,1.074,2025-10-23 06:00:00
895,10,35.09,27.5,1.022,2025-10-23 12:00:00
896,10,37.68,26.0,1.071,2025-10-23 18:00:00
897,13,41.55,24.2,1.008,2025-10-23 00:00:00
898,13,40.55,24.6,0.99,2025-10-23 06:00:00
899,13,40.77,29.2,1.141,2025-10-23 12:00:00
900,13,40.59,27.1,0.979,2025-10-23 18:00:00
901,17,54.88,24.2,1.159,2025-10-23 00:00:00
902,17,55.54,24.0,1.196,2025-10-23 06:00:00
903,17,52.61,27.7,1.166,2025-10-23 12:00:00
904,17,54.47,26.6,1.086,2025-10-23 18:00:00
905,20,47.53,23.3,1.139,2025-10-23 00:00:00
906,20,45.59,24.5,1.075,2025-10-23 06:00:00
907,20,44.76,28.1,1.088,2025-10-23 12:00:00
908,20,47.72,27.1,1.037,2025-10-23 18:00:00
909,23,37.34,23.0,1.026,2025-10-23 00:00:00
910,23,37.08,24.6,0.981,2025-10-23 06:00:00
911,23,34.17,27.8,0.973,2025-10-23 12:00:00
912,23,36.54,26.7,1.007,2025-10-23 18:00:00
913,25,32.64,24.7,1.019,2025-10-23 00:00:00
914,25,30.44,25.6,0.933,2025-10-23 06:00:00
915,25,28.81,28.8,0.917,2025-10-23 12:00:00
916,25,31.55,27.8,1.028,2025-10-23 18:00:00
917,29,55.85,24.0,1.153,2025-10-23 00:00:00
918,29,55.02,23.9,1.138,2025-10-23 06:00:00
919,29,54.78,28.3,1.092,2025-10-23 12:00:00
920,29,55.81,27.1,1.194,2025-10-23 18:00:00
921,1,38.06,26.3,1.056,2025-10-24 00:00:00
922,1,35.59,26.6,1.104,2025-10-24 06:00:00
923,1,33.6,30.8,1.019,2025-10-24 12:00:00
924,1,36.12,28.1,1.027,2025-10-24 18:00:00
925,5,52.11,25.4,1.083,2025-10-24 00:00:00
926,5,50.56,26.5,1.15,2025-10-24 06:00:00
927,5,47.53,30.4,1.103,2025-10-24 12:00:00
928,5,51.3,28.1,1.061,2025-10-24 18:00:00
929,7,56.98,24.9,1.091,2025-10-24 00:00:00
930,7,54.44,26.2,1.113,2025-10-24 06:00:00
931,7,52.64,29.8,1.047,2025-10-24 12:00:00
932,7,54.18,26.9,1.172,2025-10-24 18:00:00
933,10,38.04,24.9,0.951,2025-10-24 00:00:00
934,10,37.77,26.8,1.008,2025-10-24 06:00:00
935,10,34.78,29.4,0.959,2025-10-24 12:00:00
936,10,38.33,27.3,1.016,2025-10-24 18:00:00
937,13,41.5,25.2,1.038,2025-10-24 00:00:00
938,13,40.5,25.5,1.023,2025-10-24 06:00:00
939,13,38.39,30.1,1.038,2025-10-24 12:00:00
940,13,40.28,28.2,1.079,2025-10-24 18:00:00
941,17,57.23,25.5,1.138,2025-10-24 00:00:00
942,17,54.21,25.9,1.18,2025-10-24 06:00:00
943,17,54.09,29.3,1.181,2025-10-24 12:00:00
944,17,55.09,28.0,1.206,2025-10-24 18:00:00
945,20,48.1,24.9,1.018,2025-10-24 00:00:00
946,20,45.96,25.9,1.127,2025-10-24 06:00:00
947,20,43.52,29.2,1.073,2025-10-24 12:00:00
948,20,45.81,27.8,0.992,2025-10-24 18:00:00
949,23,37.13,25.6,0.97,2025-10-24 00:00:00
950,23,35.36,26.3,0.988,2025-10-24 06:00:00
951,23,33.9,30.4,0.959,2025-10-24 12:00:00
952,23,36.97,29.0,0.998,2025-10-24 18:00:00
953,25,33.12,24.7,0.967,2025-10-24 00:00:00
954,25,29.65,25.2,0.905,2025-10-24 06:00:00
955,25,29.11,28.0,0.999,2025-10-24 12:00:00
956,25,30.17,27.4,0.936,2025-10-24 18:00:00
957,29,58.07,25.6,1.137,2025-10-24 00:00:00
958,29,55.85,26.9,1.13,2025-10-24 06:00:00
959,29,54.33,30.9,1.154,2025-10-24 12:00:00
960,29,56.83,29.4,1.114,2025-10-24 18:00:00
